2019_05_13_22_46_37,,杨开智,混合,,,,,
L_Thign,L_calf,L_Foot,R_Thign,R_calf,R_Foot,Pelvis_x,Pelvis_y,Pelvis_z
-24.2,32.79,-10,-10.28,39.49,9.33,1.103509,-11.12521,-2.431641
-24.2,32.79,-10,-10.28,39.49,9.33,1.103509,-11.12521,-2.431641
-19.04,29.78,-12,-11.97,41.17,10.16,1.152704,-11.36377,-1.838806
-19.04,29.78,-12,-11.97,41.17,10.16,1.269805,-11.59586,-1.287689
-19.04,29.78,-12,-11.97,41.17,10.16,1.269805,-11.59586,-1.287689
-19.04,29.78,-12,-11.97,41.17,10.16,1.408462,-11.77412,-0.8223343
-15.31,28.16,-13.71,-13.66,42.87,8.81,1.500579,-11.86516,-0.4262314
-15.31,28.16,-13.71,-13.66,42.87,8.81,1.550226,-11.85516,-0.05244446
-15.31,28.16,-13.71,-13.66,42.87,8.81,1.550226,-11.85516,-0.05244446
-13.53,27.43,-14.4,-15.67,44.87,5.63,1.557502,-11.66721,0.4528046
-13.53,27.43,-14.4,-15.67,44.87,5.63,1.535866,-11.43529,0.7253113
-13.53,27.43,-14.4,-15.67,44.87,5.63,1.535866,-11.43529,0.7253113
-13.53,27.43,-14.4,-15.67,44.87,5.63,1.525348,-11.18907,0.9781723
-10.42,25.03,-14.73,-17.75,46.95,5.63,1.473128,-10.85128,1.132874
-7.02,22.52,-15.24,-19.95,49.15,5.63,1.209609,-10.30766,1.050201
-7.02,22.52,-15.24,-19.95,49.15,5.63,1.209609,-10.30766,1.050201
-7.02,22.52,-15.24,-19.95,49.15,5.63,0.6845355,-9.940254,0.757164
-4.6,20.15,-15.25,-22.06,51.27,1.15,0.1123075,-9.743393,0.3446274
-4.6,20.15,-15.25,-22.06,51.27,1.15,-0.1948242,-9.636749,-0.1053085
-4.6,20.15,-15.25,-22.06,51.27,1.15,-0.1948242,-9.636749,-0.1053085
-2.65,18.87,-15.4,-23.85,53.05,-3.97,-0.06112671,-9.571823,-0.3708038
-2.65,18.87,-15.4,-23.85,53.05,-3.97,0.4747628,-9.439804,-0.3227692
-2.65,18.87,-15.4,-23.85,53.05,-3.97,0.4747628,-9.439804,-0.3227692
-0.48,17.47,-15.26,-25.13,54.33,-10.61,0.6639672,-9.482132,-0.02046204
1.76,15.94,-15.23,-25.8,55,-28.33,0.6020223,-9.509949,0.4126511
1.76,15.94,-15.23,-25.8,55,-28.33,0.3278618,-9.530083,0.8509216
1.76,15.94,-15.23,-25.8,55,-28.33,0.3278618,-9.530083,0.8509216
1.76,15.94,-15.23,-25.8,55,-28.33,-0.009460449,-9.513771,1.168877
2.58,16.16,-14.02,-27.21,56.41,-43.1,-0.2160645,-9.557106,1.336418
2.58,16.16,-14.02,-27.21,56.41,-43.1,-0.2160645,-9.557106,1.336418
3.26,16.27,-11.05,-27.58,59.41,-48.89,-0.1599731,-9.584297,1.393883
3.07,17.55,-9.23,-27.94,62.48,-46.46,0.1371056,-9.54248,1.435661
1.38,22.44,-3.63,-27.74,65,-44.83,0.5335302,-9.457253,1.548889
1.38,22.44,-3.63,-27.74,65,-44.83,0.5335302,-9.457253,1.548889
1.38,22.44,-3.63,-27.74,65,-44.83,0.8708776,-9.365128,1.760483
1.38,22.44,-3.63,-27.74,65,-44.83,1.045074,-9.296104,2.039261
1.38,22.44,-3.63,-27.74,65,-44.83,1.045074,-9.296104,2.039261
-0.17,26.12,-0.14,-26.85,66.34,-40.43,1.087222,-9.260368,2.312073
-2.47,30.91,3.16,-24.13,52.83,-27.8,1.05131,-9.271912,2.568352
-5.19,39.07,6.76,-21.83,44.76,-21.04,1.051655,-9.304855,2.599998
-5.19,39.07,6.76,-21.83,44.76,-21.04,1.051655,-9.304855,2.599998
-5.19,39.07,6.76,-21.83,44.76,-21.04,1.089614,-9.415421,2.584435
-5.19,39.07,6.76,-21.83,44.76,-21.04,1.232409,-9.582367,2.428101
-10.47,46.95,5.63,-19.65,36.68,-14.43,1.322395,-9.639755,2.296608
-10.47,46.95,5.63,-19.65,36.68,-14.43,1.322395,-9.639755,2.296608
-10.47,46.95,5.63,-19.65,36.68,-14.43,1.382257,-9.69458,2.153954
-12.85,52.79,1.5,-15.71,27.11,-8.6,1.395028,-9.782585,1.971718
-12.85,52.79,1.5,-15.71,27.11,-8.6,1.395028,-9.782585,1.971718
-16.58,57.01,-6.11,-13.96,27.66,-10.72,1.350487,-9.904129,1.747665
-18.33,57.04,-9.78,-10.24,24.72,-11.17,1.269317,-10.02101,1.482117
-18.33,57.04,-9.78,-10.24,24.72,-11.17,1.177813,-10.1477,1.154396
-18.33,57.04,-9.78,-10.24,24.72,-11.17,1.177813,-10.1477,1.154396
-18.33,57.04,-9.78,-10.24,24.72,-11.17,1.146802,-10.19765,0.5526733
-21.54,58.12,-19.89,-8.41,23.46,-11.58,1.222385,-10.10516,0.07733917
-21.54,58.12,-19.89,-8.41,23.46,-11.58,1.222385,-10.10516,0.07733917
-22.84,56.62,-23.46,-6.63,22.45,-11.96,1.360966,-9.948112,-0.4603729
-23.87,49.93,-27.29,-3.37,19.19,-11.77,1.532048,-9.825897,-1.033516
-23.87,49.93,-27.29,-3.37,19.19,-11.77,1.685982,-9.766594,-1.616982
-23.87,49.93,-27.29,-3.37,19.19,-11.77,1.685982,-9.766594,-1.616982
-23.87,49.93,-27.29,-3.37,19.19,-11.77,1.834514,-9.769989,-2.167023
-25.12,46.32,-27.44,-1.8,17.96,-11.76,2.052151,-9.673759,-2.600342
-25.12,46.32,-27.44,-1.8,17.96,-11.76,2.052151,-9.673759,-2.600342
-25.12,46.32,-27.44,-1.8,17.96,-11.76,2.431621,-9.444412,-2.806511
-25.38,35.71,-20.82,1.26,15.19,-11.89,2.877978,-9.312912,-2.805054
-25.38,35.71,-20.82,1.26,15.19,-11.89,3.248879,-9.190933,-2.605316
-25.38,35.71,-20.82,1.26,15.19,-11.89,3.248879,-9.190933,-2.605316
-25.55,30.38,-22.52,4.13,12.57,-11.94,3.40986,-9.140511,-2.325546
-25.55,30.38,-22.52,4.13,12.57,-11.94,3.287446,-9.261703,-2.126381
-25.55,30.38,-22.52,4.13,12.57,-11.94,3.04577,-9.400055,-2.051437
-25.55,30.38,-22.52,4.13,12.57,-11.94,3.04577,-9.400055,-2.051437
-25.78,20.62,-17.7,5.33,11.38,-11.94,2.840885,-9.676613,-2.131714
-25.78,20.62,-17.7,5.33,11.38,-11.94,2.841684,-9.798241,-2.183014
-25.78,20.62,-17.7,5.33,11.38,-11.94,2.841684,-9.798241,-2.183014
-26.81,14.52,-11.99,7.59,9.11,-11.94,2.942109,-10.03741,-2.260384
-26.81,14.52,-11.99,7.59,9.11,-11.94,3.243816,-10.36244,-2.203087
-28.35,13.36,-4.89,8.06,8.64,-11.94,3.427893,-10.54913,-1.959518
-28.35,13.36,-4.89,8.06,8.64,-11.94,3.427893,-10.54913,-1.959518
-28.35,13.36,-4.89,8.06,8.64,-11.94,3.483227,-10.66789,-1.584076
-28.35,13.36,-4.89,8.06,8.64,-11.94,3.343519,-10.71564,-1.164116
-28.35,13.36,-4.89,8.06,8.64,-11.94,3.343519,-10.71564,-1.164116
-28.82,15.8,1.1,7.2,9.51,-11.94,3.079436,-10.75184,-0.7935257
-28.82,15.8,1.1,7.2,9.51,-11.94,2.832237,-10.8168,-0.5251999
-28.82,15.8,1.1,7.2,9.51,-11.94,2.665457,-10.92961,-0.376915
-28.82,15.8,1.1,7.2,9.51,-11.94,2.665457,-10.92961,-0.376915
-28.49,20.51,2.81,5.97,10.73,-11.94,2.579465,-11.07283,-0.3038406
-26.54,24.32,0.99,2.18,14.53,-11.94,2.5508,-11.21482,-0.2443161
-26.54,24.32,0.99,2.18,14.53,-11.94,2.5508,-11.21482,-0.2443161
-26.54,24.32,0.99,2.18,14.53,-11.94,2.540452,-11.32281,-0.1681519
-25.47,28.34,-3.12,-2.59,19.5,-12.15,2.529015,-11.40681,-0.06220245
-25.47,28.34,-3.12,-2.59,19.5,-12.15,2.490783,-11.51305,0.1543579
-25.47,28.34,-3.12,-2.59,19.5,-12.15,2.490783,-11.51305,0.1543579
-25.47,28.34,-3.12,-2.59,19.5,-12.15,2.426955,-11.6024,0.3417282
-22.22,27.13,-5.15,-6.78,24.22,-12.68,2.359605,-11.67863,0.5571976
-19.75,27.54,-8.14,-10.18,27.62,-12.42,2.321856,-11.75706,0.7762299
-19.75,27.54,-8.14,-10.18,27.62,-12.42,2.321856,-11.75706,0.7762299
-17.75,27.52,-10.13,-13.68,31.12,-12.42,2.323244,-11.86545,0.9801941
-17.75,27.52,-10.13,-13.68,31.12,-12.42,2.380587,-11.96938,1.172852
-17.75,27.52,-10.13,-13.68,31.12,-12.42,2.380587,-11.96938,1.172852
-16.82,28,-11.52,-15.53,38.44,-17.56,2.478452,-12.04771,1.354248
-16.82,28,-11.52,-15.53,38.44,-17.56,2.593663,-12.08335,1.538788
-14.59,26.32,-11.94,-17.32,45.15,-21.99,2.725935,-12.0442,1.720703
-14.59,26.32,-11.94,-17.32,45.15,-21.99,2.725935,-12.0442,1.720703
-13.37,25.58,-12.33,-20.58,53.06,-25.53,2.849615,-11.9081,1.932373
-13.37,25.58,-12.33,-20.58,53.06,-25.53,2.917443,-11.69387,2.209473
-13.37,25.58,-12.33,-20.58,53.06,-25.53,2.917443,-11.69387,2.209473
-12.12,25.16,-12.92,-21.97,53.37,-27.23,2.948994,-11.16879,2.727272
-12.12,25.16,-12.92,-21.97,53.37,-27.23,2.968704,-10.9761,2.932793
-9.75,23.11,-13.13,-24.11,48.37,-28.75,3.078785,-10.31141,3.590668
-9.75,23.11,-13.13,-24.11,48.37,-28.75,3.078785,-10.31141,3.590668
-9.75,23.11,-13.13,-24.11,48.37,-28.75,3.031836,-9.729607,3.914299
-9.75,23.11,-13.13,-24.11,48.37,-28.75,2.701966,-9.071037,4.047249
-9.75,23.11,-13.13,-24.11,48.37,-28.75,2.701966,-9.071037,4.047249
-6.35,20.44,-13.47,-25.65,33.03,-23.58,2.109347,-8.472527,3.890961
-6.35,20.44,-13.47,-25.65,33.03,-23.58,1.440786,-8.044716,3.478729
-5.29,19.54,-13.4,-27.28,29.07,-23.92,0.9524248,-7.756035,3.015694
-5.29,19.54,-13.4,-27.28,29.07,-23.92,0.9524248,-7.756035,3.015694
-5.29,19.54,-13.4,-27.28,29.07,-23.92,0.8093892,-7.535637,2.687004
-3.42,17.88,-12.89,-28.36,25,-20.31,0.9184767,-7.327171,2.595711
-2.62,17.38,-12.61,-30.37,22.63,-15.12,1.04429,-7.173073,2.812019
-2.62,17.38,-12.61,-30.37,22.63,-15.12,1.04429,-7.173073,2.812019
-2.62,17.38,-12.61,-30.37,22.63,-15.12,0.9884446,-7.191246,3.544571
-1.42,16.49,-11.31,-31.01,19.89,-9.81,0.747573,-7.30706,4.121658
-1.42,16.49,-11.31,-31.01,19.89,-9.81,0.747573,-7.30706,4.121658
-1.03,16.6,-10.73,-31.04,18.19,-1.45,0.3853889,-7.439194,4.585678
-1.03,16.6,-10.73,-31.04,18.19,-1.45,0.2017293,-7.494888,4.74691
-1.03,16.6,-10.73,-31.04,18.19,-1.45,-0.1254578,-7.627296,4.925201
-1.03,16.6,-10.73,-31.04,18.19,-1.45,-0.1254578,-7.627296,4.925201
-0.86,17.2,-10.14,-30.38,19,0.78,-0.07473755,-7.625076,4.850761
-1.36,20.11,-8.29,-29.89,21.03,1.51,0.1615303,-7.547859,4.724892
-1.36,20.11,-8.29,-29.89,21.03,1.51,0.1615303,-7.547859,4.724892
-1.36,20.11,-8.29,-29.89,21.03,1.51,0.4629979,-7.478302,4.652199
-1.36,20.11,-8.29,-29.89,21.03,1.51,0.7218314,-7.421333,4.661514
-2.02,24.4,-8.55,-27.83,22.38,3.37,0.8798938,-7.367355,4.732651
-2.02,24.4,-8.55,-27.83,22.38,3.37,0.8798938,-7.367355,4.732651
-2.02,24.4,-8.55,-27.83,22.38,3.37,0.9309956,-7.37355,4.828377
-4.52,31.53,-4.02,-24.17,22.46,-0.38,0.9397092,-7.440704,4.913521
-4.52,31.53,-4.02,-24.17,22.46,-0.38,0.979516,-7.545181,4.966316
-4.52,31.53,-4.02,-24.17,22.46,-0.38,0.979516,-7.545181,4.966316
-8.81,41,0.92,-20.25,18.54,-0.38,1.080559,-7.663986,5.007454
-8.81,41,0.92,-20.25,18.54,-0.38,1.22155,-7.807579,5.032555
-8.81,41,0.92,-20.25,18.54,-0.38,1.22155,-7.807579,5.032555
-13.26,50.06,6.5,-17.21,15.5,-0.38,1.371464,-7.944908,5.003426
-13.26,50.06,6.5,-17.21,15.5,-0.38,1.516311,-8.065376,4.927368
-13.26,50.06,6.5,-17.21,15.5,-0.38,1.636289,-8.176033,4.809387
-13.26,50.06,6.5,-17.21,15.5,-0.38,1.636289,-8.176033,4.809387
-16.49,56.43,3.2,-14.87,16.12,-3.33,1.774626,-8.292984,4.586937
-16.49,56.43,3.2,-14.87,16.12,-3.33,1.825374,-8.35054,4.448654
-16.49,56.43,3.2,-14.87,16.12,-3.33,1.825374,-8.35054,4.448654
-18.91,59.35,-3.33,-13.6,19.9,-8.39,1.824818,-8.419701,4.330795
-18.91,59.35,-3.33,-13.6,19.9,-8.39,1.769411,-8.517105,4.234718
-21.48,60.83,-13.14,-9.51,15.81,-8.39,1.686042,-8.622559,4.148888
-21.48,60.83,-13.14,-9.51,15.81,-8.39,1.686042,-8.622559,4.148888
-21.48,60.83,-13.14,-9.51,15.81,-8.39,1.604908,-8.708405,4.038315
-21.48,60.83,-13.14,-9.51,15.81,-8.39,1.551012,-8.78315,3.907478
-21.48,60.83,-13.14,-9.51,15.81,-8.39,1.533939,-8.843788,3.759109
-21.48,60.83,-13.14,-9.51,15.81,-8.39,1.533939,-8.843788,3.759109
-23.73,58.76,-19.5,-7.01,13.32,-8.39,1.580482,-8.87561,3.485161
-25.34,49.82,-19.18,-5.04,11.34,-8.39,1.608813,-8.858185,3.389381
-25.34,49.82,-19.18,-5.04,11.34,-8.39,1.608813,-8.858185,3.389381
-26.39,42.06,-19.23,-3.29,9.6,-8.39,1.70408,-8.821846,3.061935
-26.39,42.06,-19.23,-3.29,9.6,-8.39,1.767377,-8.813484,2.805519
-27.02,38.13,-21.9,-1.42,7.73,-6.37,1.828976,-8.824341,2.531975
-27.02,38.13,-21.9,-1.42,7.73,-6.37,1.828976,-8.824341,2.531975
-27.02,38.13,-21.9,-1.42,7.73,-6.37,1.888164,-8.846092,2.244362
-27.02,38.13,-21.9,-1.42,7.73,-6.37,1.930327,-8.905807,1.9505
-27.02,38.13,-21.9,-1.42,7.73,-6.37,1.930327,-8.905807,1.9505
-27.25,33.87,-20.27,-0.41,8.83,-8.14,1.947127,-9.049629,1.671761
-27.5,26.02,-16.37,0.6,9.53,-9.56,1.990967,-9.166031,1.415009
-28.12,23.17,-14.03,2.46,8.9,-10.12,2.086723,-9.243279,1.144356
-28.12,23.17,-14.03,2.46,8.9,-10.12,2.086723,-9.243279,1.144356
-28.5,18.2,-9.12,3.21,9.53,-11.11,2.223153,-9.248581,0.8955917
-28.5,18.2,-9.12,3.21,9.53,-11.11,2.418981,-9.189041,0.7359848
-28.5,18.2,-9.12,3.21,9.53,-11.11,2.418981,-9.189041,0.7359848
-28.5,18.2,-9.12,3.21,9.53,-11.11,2.697285,-9.052711,0.6883698
-29.27,17.24,-6.01,3.82,9.05,-10.8,3.184446,-8.78331,0.8089294
-29.27,17.24,-6.01,3.82,9.05,-10.8,3.331338,-8.65786,0.8688507
-29.27,17.24,-6.01,3.82,9.05,-10.8,3.331338,-8.65786,0.8688507
-29.62,16.61,-3.24,4.78,8.1,-10.25,3.610562,-8.288193,0.9321518
-30.15,17.73,0.49,5.15,7.72,-9.84,3.658196,-8.072075,0.8229218
-30.15,17.73,0.49,5.15,7.72,-9.84,3.658196,-8.072075,0.8229218
-30.15,17.73,0.49,5.15,7.72,-9.84,3.675187,-7.903526,0.6231766
-30.15,17.73,0.49,5.15,7.72,-9.84,3.720588,-7.7742,0.3631516
-30.24,19.78,0.94,5.9,7,-8.76,3.814599,-7.661728,0.07588196
-30.24,19.78,0.94,5.9,7,-8.76,3.814599,-7.661728,0.07588196
-30.05,20.68,4.57,6.26,6.64,-7.99,3.951239,-7.59832,-0.2012253
-29.93,21.6,5.79,6.57,7.05,-6.62,4.095734,-7.64106,-0.4349213
-29.93,21.6,5.79,6.57,7.05,-6.62,4.218169,-7.743217,-0.6079178
-29.93,21.6,5.79,6.57,7.05,-6.62,4.218169,-7.743217,-0.6079178
-29.95,22.81,6.5,6.77,9.16,-7.49,4.320005,-7.914383,-0.7625122
-29.95,22.81,6.5,6.77,9.16,-7.49,4.453448,-8.094826,-0.9231033
-29.95,22.81,6.5,6.77,9.16,-7.49,4.453448,-8.094826,-0.9231033
-30.24,26.46,5.74,6.52,11.16,-7.39,4.621918,-8.274544,-1.101997
-30.24,26.46,5.74,6.52,11.16,-7.39,4.871566,-8.511017,-1.339905
-29.93,30.01,2.39,5.13,14.38,-4.27,4.973142,-8.595116,-1.427452
-29.93,30.01,2.39,5.13,14.38,-4.27,4.973142,-8.595116,-1.427452
-29.93,30.01,2.39,5.13,14.38,-4.27,5.00409,-8.607162,-1.424751
-29.93,30.01,2.39,5.13,14.38,-4.27,4.952569,-8.572571,-1.348434
-29.93,30.01,2.39,5.13,14.38,-4.27,4.952569,-8.572571,-1.348434
-28.65,30.4,1.1,4,19.47,-8.24,4.826794,-8.514816,-1.236191
-28.65,30.4,1.1,4,19.47,-8.24,4.638222,-8.44677,-1.116684
-26.09,30.5,-1.8,0.79,22.68,-8.24,4.436048,-8.352272,-1.011803
-26.09,30.5,-1.8,0.79,22.68,-8.24,4.436048,-8.352272,-1.011803
-26.09,30.5,-1.8,0.79,22.68,-8.24,4.261336,-8.292259,-0.9501953
-24.95,31.14,-4.02,-3.44,26.91,-8.24,4.125187,-8.309624,-0.9331436
-24.95,31.14,-4.02,-3.44,26.91,-8.24,3.999305,-8.398018,-1.012688
-24.95,31.14,-4.02,-3.44,26.91,-8.24,3.999305,-8.398018,-1.012688
-21.43,28.74,-5.53,-7.61,31.08,-8.24,3.869037,-8.541824,-1.147545
-21.43,28.74,-5.53,-7.61,31.08,-8.24,3.740531,-8.778893,-1.295174
-21.43,28.74,-5.53,-7.61,31.08,-8.24,3.740531,-8.778893,-1.295174
-19.9,27.68,-6.3,-10.73,34.2,-5.16,3.55785,-9.293121,-1.564987
-19.43,27.36,-6.6,-12.97,36.44,1.8,3.433941,-9.662666,-1.730492
-19.43,27.36,-6.6,-12.97,36.44,1.8,3.301977,-9.989319,-1.822456
-19.43,27.36,-6.6,-12.97,36.44,1.8,3.301977,-9.989319,-1.822456
-19.43,27.36,-6.6,-12.97,36.44,1.8,3.185544,-10.28804,-1.830025
-19.43,27.36,-6.6,-12.97,36.44,1.8,3.126833,-10.54557,-1.742363
-19.43,27.36,-6.6,-12.97,36.44,1.8,3.126833,-10.54557,-1.742363
-18.88,27.16,-7.24,-15.01,40.11,0.17,3.126613,-10.75534,-1.568199
-18.23,26.97,-8,-17.2,42.3,0.17,3.164277,-10.90678,-1.331261
-18.23,26.97,-8,-17.2,42.3,0.17,3.215805,-11.02602,-1.043846
-18.23,26.97,-8,-17.2,42.3,0.17,3.215805,-11.02602,-1.043846
-17.24,26.52,-8.81,-18.48,43.58,2.99,3.271691,-11.10663,-0.6873093
-17.24,26.52,-8.81,-18.48,43.58,2.99,3.3242,-11.10662,-0.281723
-17.24,26.52,-8.81,-18.48,43.58,2.99,3.3242,-11.10662,-0.281723
-17.24,26.52,-8.81,-18.48,43.58,2.99,3.396152,-10.99868,0.4030914
-16.11,25.87,-9.61,-21.51,46.61,2.99,3.443867,-10.78786,0.9403381
-15.58,25.68,-10.22,-25.07,53.71,-0.56,3.495347,-10.49677,1.545235
-15.58,25.68,-10.22,-25.07,53.71,-0.56,3.495347,-10.49677,1.545235
-15.58,25.68,-10.22,-25.07,53.71,-0.56,3.555979,-10.19581,2.207054
-14.53,24.66,-10.36,-28.26,59.54,-3.19,3.617214,-9.891632,2.919472
-14.53,24.66,-10.36,-28.26,59.54,-3.19,3.617214,-9.891632,2.919472
-14.53,24.66,-10.36,-28.26,59.54,-3.19,3.659288,-9.567184,3.635208
-13.99,23.91,-10.28,-29.41,56.32,-1.14,3.538967,-9.187836,4.157082
-12.71,22.37,-10.05,-30.18,51.86,-6.79,3.104529,-8.775253,4.442833
-12.71,22.37,-10.05,-30.18,51.86,-6.79,3.104529,-8.775253,4.442833
-12.71,22.37,-10.05,-30.18,51.86,-6.79,2.430456,-8.394493,4.56321
-11.95,21.22,-9.69,-30.75,46.5,-9.06,1.819473,-8.154305,4.533493
-11.95,21.22,-9.69,-30.75,46.5,-9.06,1.453741,-7.860199,4.411522
-11.95,21.22,-9.69,-30.75,46.5,-9.06,1.453741,-7.860199,4.411522
-11.16,19.5,-8.85,-30.66,35.11,-2.07,1.290166,-7.585403,4.300789
-11.16,19.5,-8.85,-30.66,35.11,-2.07,1.2161,-7.264908,4.297005
-11.16,19.5,-8.85,-30.66,35.11,-2.07,1.2161,-7.264908,4.297005
-9.45,17.3,-8.4,-30.32,34.73,-7.79,1.137387,-7.07605,4.441368
-8.68,16.09,-7.97,-29.07,33.56,-7.37,0.9666654,-6.908707,4.647438
-8.09,14.95,-7.49,-28.36,33.48,-7.01,0.7140065,-6.792816,4.83593
-8.09,14.95,-7.49,-28.36,33.48,-7.01,0.7140065,-6.792816,4.83593
-7.15,14.01,-7.51,-27.68,33.23,-5.48,0.4773823,-6.740211,4.948029
-7.15,14.01,-7.51,-27.68,33.23,-5.48,0.4773823,-6.740211,4.948029
-7.15,14.01,-7.51,-27.68,33.23,-5.48,0.4773823,-6.740211,4.948029
-7.15,14.01,-7.51,-27.68,33.23,-5.48,0.4773823,-6.740211,4.948029
-7.15,14.01,-7.51,-27.68,33.23,-5.48,0.4773823,-6.740211,4.948029
-6.33,14.54,-8.63,-24.65,32.41,-6.26,0.599803,-6.891953,5.146858
-6.33,14.54,-8.63,-24.65,32.41,-6.26,0.599803,-6.891953,5.146858
-6.33,14.54,-8.63,-24.65,32.41,-6.26,0.7594195,-7.032524,5.609268
-6.29,15.42,-9.1,-23.23,32.69,-7.59,0.7377272,-7.158211,6.01004
-6.29,15.42,-9.1,-23.23,32.69,-7.59,0.7377272,-7.158211,6.01004
-6.29,15.42,-9.1,-23.23,32.69,-7.59,0.6092448,-7.342171,6.382889
-6.44,17.88,-10.75,-20.35,30.4,-8.22,0.4372587,-7.573357,6.684616
-7.11,19.94,-9.87,-19.12,29.63,-8.76,0.2860728,-7.943916,6.928947
-7.11,19.94,-9.87,-19.12,29.63,-8.76,0.2860728,-7.943916,6.928947
-7.11,19.94,-9.87,-19.12,29.63,-8.76,0.2926798,-8.161156,6.951889
-7.68,22.01,-9.69,-17.91,28.82,-9.19,0.3796372,-8.363503,6.890968
-7.68,22.01,-9.69,-17.91,28.82,-9.19,0.5274459,-8.568565,6.774483
-7.68,22.01,-9.69,-17.91,28.82,-9.19,0.5274459,-8.568565,6.774483
-7.68,22.01,-9.69,-17.91,28.82,-9.19,0.694262,-8.775459,6.622551
-9.49,27.05,-8.09,-15.65,26.86,-9.5,0.8485537,-9.00769,6.460396
-9.49,27.05,-8.09,-15.65,26.86,-9.5,0.8485537,-9.00769,6.460396
-9.49,27.05,-8.09,-15.65,26.86,-9.5,0.9786517,-9.276711,6.303604
-12.13,33.27,-5.73,-13.3,24.51,-9.5,1.095678,-9.592995,6.159744
-12.13,33.27,-5.73,-13.3,24.51,-9.5,1.190344,-9.912086,6.017548
-12.13,33.27,-5.73,-13.3,24.51,-9.5,1.190344,-9.912086,6.017548
-12.13,33.27,-5.73,-13.3,24.51,-9.5,1.263279,-10.19033,5.861664
-14.6,39.82,-5.7,-11.13,22.34,-9.5,1.316186,-10.4171,5.673111
-14.6,39.82,-5.7,-11.13,22.34,-9.5,1.316186,-10.4171,5.673111
-16.06,44.76,-9.3,-8.53,19.74,-9.5,1.364606,-10.61848,5.463379
-16.06,44.76,-9.3,-8.53,19.74,-9.5,1.423719,-10.79498,5.238274
-16.38,46.43,-12.41,-7.86,19.07,-9.51,1.523855,-11.02125,4.869453
-16.38,46.43,-12.41,-7.86,19.07,-9.51,1.523855,-11.02125,4.869453
-16.39,45.97,-17.11,-6.65,17.86,-9.54,1.586746,-11.18962,4.632103
-16.39,45.97,-17.11,-6.65,17.86,-9.54,1.623163,-11.40115,4.403511
-15.93,42.92,-20.28,-6.08,17.3,-9.41,1.612579,-11.62292,4.19828
-15.93,42.92,-20.28,-6.08,17.3,-9.41,1.612579,-11.62292,4.19828
-15.93,42.92,-20.28,-6.08,17.3,-9.41,1.557833,-11.84911,4.002571
-15.93,42.92,-20.28,-6.08,17.3,-9.41,1.473629,-12.07855,3.814537
-15.93,42.92,-20.28,-6.08,17.3,-9.41,1.473629,-12.07855,3.814537
-15.6,38.57,-20.92,-5.06,16.28,-9.13,1.380352,-12.29311,3.639915
-15.6,38.57,-20.92,-5.06,16.28,-9.13,1.292219,-12.50977,3.485367
-14.8,33.73,-18.49,-4.12,15.34,-8.82,1.22868,-12.72823,3.325195
-14.8,33.73,-18.49,-4.12,15.34,-8.82,1.22868,-12.72823,3.325195
-14.19,30.26,-17.15,-3.2,14.41,-8.9,1.204551,-12.9136,3.129265
-14.19,30.26,-17.15,-3.2,14.41,-8.9,1.211002,-13.14289,2.890335
-14.19,30.26,-17.15,-3.2,14.41,-8.9,1.211002,-13.14289,2.890335
-14.19,30.26,-17.15,-3.2,14.41,-8.9,1.242035,-13.39676,2.634232
-13.8,28.72,-15.72,-1.95,13.16,-8.9,1.355453,-13.6814,2.236214
-13.19,28.02,-15.66,-1.22,12.82,-9.28,1.419738,-13.71965,1.91835
-13.19,28.02,-15.66,-1.22,12.82,-9.28,1.419738,-13.71965,1.91835
-13.19,28.02,-15.66,-1.22,12.82,-9.28,1.488779,-13.65655,1.571159
-13.19,28.02,-15.66,-1.22,12.82,-9.28,1.56225,-13.58906,1.263214
-13.19,28.02,-15.66,-1.22,12.82,-9.28,1.56225,-13.58906,1.263214
-12.75,27.5,-16.02,0.07,11.54,-9.47,1.656556,-13.54243,0.9956741
-11.54,25.62,-16.73,0.35,11.17,-9.65,1.762025,-13.42134,0.787735
-11.54,25.62,-16.73,0.35,11.17,-9.65,1.877758,-13.26476,0.6729355
-11.54,25.62,-16.73,0.35,11.17,-9.65,1.877758,-13.26476,0.6729355
-11.54,25.62,-16.73,0.35,11.17,-9.65,2.00252,-13.04549,0.6341934
-10.65,21.84,-14.95,-1.41,5.21,-3.18,2.121559,-12.76904,0.6798553
-10.65,21.84,-14.95,-1.41,5.21,-3.18,2.121559,-12.76904,0.6798553
-10.65,21.84,-14.95,-1.41,5.21,-3.18,2.204017,-12.43692,0.862793
-10.66,20.72,-14.04,-2.7,3.79,-1.33,2.242364,-12.06122,1.199562
-10.66,20.72,-14.04,-2.7,3.79,-1.33,2.23275,-11.69179,1.631516
-10.66,20.72,-14.04,-2.7,3.79,-1.33,2.23275,-11.69179,1.631516
-10.72,18.58,-12.14,-5.3,6.39,-1.66,2.154755,-11.13999,2.30909
-10.72,18.58,-12.14,-5.3,6.39,-1.66,2.092269,-10.78828,2.707535
-10.65,17.54,-11.15,-6.24,4.52,0.9,2.053225,-10.42957,3.053932
-10.65,17.54,-11.15,-6.24,4.52,0.9,2.053225,-10.42957,3.053932
-10.35,16.26,-10.11,-7.03,5.43,0.65,2.044521,-10.0161,3.321281
-10.35,16.26,-10.11,-7.03,5.43,0.65,2.049968,-9.569801,3.51461
-10.35,16.26,-10.11,-7.03,5.43,0.65,2.049968,-9.569801,3.51461
