2019_05_13_22_46_37,,杨开智,混合,,,,,
L_Thign,L_calf,L_Foot,R_Thign,R_calf,R_Foot,Pelvis_x,Pelvis_y,Pelvis_z
-10.05,14.21,-8.16,-6.94,5.77,0.21,2.04121,-9.092255,3.629471
-9.91,13.24,-7.29,-6.65,6.35,-0.71,2.005224,-8.60009,3.67585
-9.91,13.24,-7.29,-6.65,6.35,-0.71,1.94132,-8.113731,3.646439
-9.91,13.24,-7.29,-6.65,6.35,-0.71,1.94132,-8.113731,3.646439
-9.82,13.15,-7.25,-6.25,6.19,-1.02,1.853997,-7.623901,3.542427
-9.82,13.15,-7.25,-6.25,6.19,-1.02,1.769043,-7.169876,3.390526
-9.82,13.15,-7.25,-6.25,6.19,-1.02,1.769043,-7.169876,3.390526
-9.72,13.05,-7.25,-6.25,6.19,-1.02,1.68015,-6.529457,3.12188
-9.72,13.05,-7.25,-5.82,5.75,-1.14,1.637102,-6.125847,2.965866
-9.72,13.05,-7.25,-5.82,5.75,-1.14,1.601727,-5.736443,2.863121
-9.72,13.05,-7.25,-5.82,5.75,-1.14,1.601727,-5.736443,2.863121
-9.72,13.05,-7.25,-5.82,5.75,-1.14,1.587888,-5.361565,2.822502
-9.64,12.21,-6.44,-5.82,5.81,-1.19,1.584384,-4.94101,2.841713
-9.64,12.21,-6.44,-5.82,5.81,-1.19,1.589269,-4.491821,2.907143
-9.64,12.21,-6.44,-5.82,5.81,-1.19,1.589269,-4.491821,2.907143
-9.44,10.77,-5.16,-5.35,5.25,-1.37,1.59516,-4.066727,2.99189
-9.44,10.77,-5.16,-5.35,5.25,-1.37,1.595611,-3.644508,3.053764
-9.44,10.77,-5.16,-5.35,5.25,-1.37,1.595611,-3.644508,3.053764
-9.07,9.94,-4.63,-4.88,4.17,-0.93,1.603865,-3.224045,3.074364
-9.07,9.94,-4.63,-4.88,4.17,-0.93,1.636942,-2.833641,3.054146
-9.07,9.94,-4.63,-4.88,4.17,-0.93,1.690166,-2.454231,2.998047
-9.07,9.94,-4.63,-4.88,4.17,-0.93,1.690166,-2.454231,2.998047
-8.06,7.91,-3.58,-4.38,3.67,-1.14,1.801602,-1.836426,2.888832
-7.48,6.1,-2.33,-4.38,3.67,-1.28,1.883722,-1.421455,2.81926
-7.48,6.1,-2.33,-4.38,3.67,-1.28,1.883722,-1.421455,2.81926
-7.48,6.1,-2.33,-4.38,3.67,-1.28,1.958948,-1.02903,2.768471
-5.94,3.18,-0.95,-4.38,3.67,-1.26,2.025038,-0.6408691,2.7593
-5.94,3.18,-0.95,-4.38,3.67,-1.26,2.093166,-0.2579193,2.783737
-5.94,3.18,-0.95,-4.38,3.67,-1.26,2.093166,-0.2579193,2.783737
-5.94,3.18,-0.95,-4.38,3.67,-1.26,2.156407,0.09700775,2.833519
-5.89,2.61,-0.38,-3.64,2.93,-1.18,2.200764,0.4023209,2.90036
-5.89,2.61,-0.38,-3.64,2.93,-1.18,2.200764,0.4023209,2.90036
-6.04,2.36,0.18,-3.39,2.68,-0.95,2.232741,0.6965027,2.976982
-6.04,2.36,0.18,-3.39,2.68,-0.95,2.249423,0.987114,3.039749
-6.32,3.16,-0.23,-2.96,2.25,-0.83,2.255632,1.262932,3.079628
-6.32,3.16,-0.23,-2.96,2.25,-0.83,2.255632,1.262932,3.079628
-6.32,3.16,-0.23,-2.96,2.25,-0.83,2.269319,1.475899,3.096802
-6.32,3.16,-0.23,-2.96,2.25,-0.83,2.288224,1.647469,3.074577
-6.32,3.16,-0.23,-2.96,2.25,-0.83,2.288224,1.647469,3.074577
-6.15,3.95,-0.93,-2.04,1.33,-0.7,2.303543,1.816422,3.006149
-6.15,3.95,-0.93,-2.04,1.33,-0.7,2.31172,1.971817,2.901924
-5.44,4.15,-1.58,-0.8,0.09,-0.7,2.317013,2.123581,2.668579
-5.44,4.15,-1.58,-0.8,0.09,-0.7,2.317013,2.123581,2.668579
-4.55,3.58,-1.7,0.15,-0.86,-0.57,2.30326,2.217262,2.475891
-4.55,3.58,-1.7,0.15,-0.86,-0.57,2.291608,2.249374,2.376862
-3.75,3.22,-1.95,0.56,-1.27,-0.35,2.246765,2.279358,2.053513
-3.75,3.22,-1.95,0.56,-1.27,-0.35,2.246765,2.279358,2.053513
-3.75,3.22,-1.95,0.56,-1.27,-0.35,2.216167,2.278801,1.816757
-3.44,3.22,-2.16,1.31,-2.02,-0.03,2.181379,2.269684,1.584023
-3.44,3.22,-2.16,1.31,-2.02,-0.03,2.181379,2.269684,1.584023
-2.92,2.89,-2.13,1.89,-2.6,0.16,2.147318,2.256554,1.346596
-2.92,2.89,-2.13,1.89,-2.6,0.16,2.110958,2.240059,1.113358
-2.64,2.83,-2.24,2.12,-3.24,0.94,2.073016,2.212502,0.8830032
-2.64,2.83,-2.24,2.12,-3.24,0.94,2.073016,2.212502,0.8830032
-2.64,2.83,-2.24,2.12,-3.24,0.94,2.043886,2.137016,0.6699142
-2.33,2.96,-2.48,2.34,-3.9,1.54,2.020411,2.023911,0.484581
-2.33,2.96,-2.48,2.34,-3.9,1.54,2.020411,2.023911,0.484581
-2.33,2.96,-2.48,2.34,-3.9,1.54,1.990916,1.922516,0.308548
-1.66,2.49,-2.59,2.57,-4.54,2.13,1.949419,1.834129,0.137146
-1.32,2.34,-2.69,3.05,-4.47,1.66,1.868583,1.67981,-0.1117096
-1.32,2.34,-2.69,3.05,-4.47,1.66,1.868583,1.67981,-0.1117096
-1.32,2.34,-2.69,3.05,-4.47,1.66,1.827079,1.586418,-0.2467804
-1.32,2.34,-2.69,3.05,-4.47,1.66,1.80146,1.540306,-0.3532639
-1.01,2.3,-2.82,3.29,-3.7,0.72,1.782698,1.512527,-0.4425583
-1.01,2.3,-2.82,3.29,-3.7,0.72,1.782698,1.512527,-0.4425583
-0.47,1.87,-2.86,3.53,-2.85,-0.28,1.780823,1.502472,-0.5019226
-0.21,1.84,-2.95,3.98,-3.29,-0.23,1.793916,1.49987,-0.5329437
-0.21,1.84,-2.95,3.98,-3.29,-0.23,1.793916,1.49987,-0.5329437
-0.21,1.84,-2.95,3.98,-3.29,-0.23,1.818718,1.481514,-0.5478058
0.27,1.48,-3,4.16,-1.17,-2.49,1.834628,1.435524,-0.546936
0.27,1.48,-3,4.16,-1.17,-2.49,1.827293,1.379944,-0.5320053
0.27,1.48,-3,4.16,-1.17,-2.49,1.827293,1.379944,-0.5320053
0.5,1.38,-3.06,4.51,-1.43,-2.47,1.800071,1.29966,-0.5147018
0.74,1.41,-3.22,4.65,-1.5,-2.49,1.764878,1.219231,-0.4955368
0.74,1.41,-3.22,4.65,-1.5,-2.49,1.764878,1.219231,-0.4955368
0.74,1.41,-3.22,4.65,-1.5,-2.49,1.708006,1.130531,-0.4488297
1.19,1.08,-3.3,4.75,-1.47,-2.56,1.691265,1.111046,-0.430809
1.19,1.08,-3.3,4.75,-1.47,-2.56,1.653846,1.076385,-0.4047623
1.19,1.08,-3.3,4.75,-1.47,-2.56,1.653846,1.076385,-0.4047623
1.37,1.01,-3.39,4.92,-1.57,-2.61,1.592474,1.029976,-0.3948593
1.6,0.93,-3.52,4.97,-1.55,-2.66,1.555339,1.026917,-0.402626
1.6,0.93,-3.52,4.97,-1.55,-2.66,1.555339,1.026917,-0.402626
1.6,0.93,-3.52,4.97,-1.55,-2.66,1.514825,1.060364,-0.4070206
1.66,0.94,-3.57,5.01,-1.45,-2.76,1.4708,1.095467,-0.4036255
1.66,0.94,-3.57,5.01,-1.45,-2.76,1.422502,1.131241,-0.4121628
1.66,0.94,-3.57,5.01,-1.45,-2.76,1.422502,1.131241,-0.4121628
1.66,0.94,-3.57,5.01,-1.45,-2.76,1.378793,1.178345,-0.4480515
1.72,1.07,-3.73,5.18,-1.53,-2.82,1.329347,1.289383,-0.4970932
1.9,0.99,-3.79,5.28,-1.63,-2.77,1.287683,1.425873,-0.5516281
1.9,0.99,-3.79,5.28,-1.63,-2.77,1.287683,1.425873,-0.5516281
1.9,0.99,-3.79,5.28,-1.63,-2.77,1.260238,1.566147,-0.6171036
2.01,1.09,-3.97,5.45,-1.8,-2.75,1.250179,1.676941,-0.680336
2.01,1.09,-3.97,5.45,-1.8,-2.75,1.250179,1.676941,-0.680336
2.01,1.09,-3.97,5.45,-1.8,-2.75,1.257038,1.779594,-0.7713089
2.21,0.96,-4.03,5.52,-1.88,-2.74,1.262373,1.823463,-0.8233948
2.21,0.96,-4.03,5.52,-1.88,-2.74,1.263724,1.847183,-0.8667831
2.21,0.96,-4.03,5.52,-1.88,-2.74,1.263724,1.847183,-0.8667831
2.27,0.96,-4.1,5.6,-1.96,-2.73,1.265209,1.831078,-0.8952942
2.3,0.98,-4.15,5.66,-2.01,-2.71,1.266596,1.785728,-0.9180679
2.3,0.98,-4.15,5.66,-2.01,-2.71,1.266596,1.785728,-0.9180679
2.3,0.98,-4.15,5.66,-2.01,-2.71,1.266342,1.716827,-0.9305496
2.3,0.98,-4.15,5.66,-2.01,-2.71,1.265666,1.62133,-0.9401093
2.28,1.05,-4.19,5.68,-2.04,-2.7,1.258387,1.509216,-0.9423447
2.28,1.05,-4.19,5.68,-2.04,-2.7,1.258387,1.509216,-0.9423447
2.27,1.21,-4.32,5.73,-2.08,-2.68,1.24672,1.39872,-0.9409103
2.27,1.21,-4.32,5.73,-2.08,-2.68,1.236481,1.28759,-0.9316864
2.27,1.21,-4.32,5.73,-2.08,-2.68,1.236481,1.28759,-0.9316864
2.27,1.32,-4.41,5.79,-2.14,-2.65,1.230477,1.180695,-0.9209671
2.27,1.32,-4.41,5.79,-2.14,-2.65,1.217763,1.057152,-0.9177551
2.27,1.32,-4.41,5.79,-2.14,-2.65,1.208425,0.9867783,-0.9162064
2.27,1.32,-4.41,5.79,-2.14,-2.65,1.208425,0.9867783,-0.9162064
2.31,1.49,-4.6,5.84,-2.19,-2.64,1.190263,0.9241409,-0.9182587
2.35,1.67,-4.79,5.97,-2.32,-2.62,1.173857,0.8764954,-0.9205627
2.35,1.67,-4.79,5.97,-2.32,-2.62,1.162321,0.8366623,-0.937355
2.35,1.67,-4.79,5.97,-2.32,-2.62,1.162321,0.8366623,-0.937355
2.47,1.65,-4.87,6.14,-2.49,-2.6,1.15779,0.7987137,-0.9552917
2.63,1.61,-4.97,6.2,-2.55,-2.59,1.153228,0.7650681,-0.9751892
2.63,1.61,-4.97,6.2,-2.55,-2.59,1.153228,0.7650681,-0.9751892
2.63,1.61,-4.97,6.2,-2.55,-2.59,1.148015,0.7444839,-1.003479
2.7,1.55,-4.98,6.26,-2.61,-2.59,1.147403,0.7379074,-1.028236
2.7,1.55,-4.98,6.26,-2.61,-2.59,1.154044,0.7337646,-1.044792
2.7,1.55,-4.98,6.26,-2.61,-2.59,1.154044,0.7337646,-1.044792
2.77,1.41,-4.92,6.25,-2.5,-2.7,1.167046,0.7205658,-1.060852
2.76,1.34,-4.85,6.18,-2.25,-2.9,1.182225,0.7019577,-1.07505
2.76,1.34,-4.85,6.18,-2.25,-2.9,1.182225,0.7019577,-1.07505
2.76,1.34,-4.85,6.18,-2.25,-2.9,1.185228,0.7003098,-1.077545
2.73,1.21,-4.7,6.14,-2.13,-2.98,1.192898,0.7063217,-1.08242
2.73,1.21,-4.7,6.14,-2.13,-2.98,1.212607,0.7340622,-1.082657
2.73,1.21,-4.7,6.14,-2.13,-2.98,1.212607,0.7340622,-1.082657
2.73,1.21,-4.7,6.14,-2.13,-2.98,1.226297,0.7646255,-1.078949
2.59,1.18,-4.54,5.98,-1.77,-3.21,1.234805,0.7989197,-1.069336
2.59,1.18,-4.54,5.98,-1.77,-3.21,1.234805,0.7989197,-1.069336
2.59,1.18,-4.54,5.98,-1.77,-3.21,1.243855,0.8350983,-1.05851
2.59,1.18,-4.54,5.98,-1.77,-3.21,1.255498,0.8691025,-1.03968
2.53,1.1,-4.41,5.92,-1.71,-3.22,1.268431,0.8996506,-1.011436
2.53,1.1,-4.41,5.92,-1.71,-3.22,1.268431,0.8996506,-1.011436
2.53,1.1,-4.41,5.92,-1.71,-3.22,1.281509,0.9260025,-0.9897614
2.41,1.17,-4.35,5.81,-1.58,-3.26,1.294257,0.945076,-0.9672165
2.41,1.17,-4.35,5.81,-1.58,-3.26,1.294257,0.945076,-0.9672165
2.32,1.19,-4.29,5.77,-1.52,-3.27,1.309111,0.9658966,-0.9225159
2.28,1.2,-4.26,5.69,-1.48,-3.23,1.314488,0.9733582,-0.9054489
2.25,1.2,-4.22,5.64,-1.47,-3.2,1.323908,0.9789886,-0.8759918
2.25,1.2,-4.22,5.64,-1.47,-3.2,1.323908,0.9789886,-0.8759918
2.25,1.2,-4.22,5.64,-1.47,-3.2,1.333952,0.9843063,-0.8222351
2.25,1.2,-4.22,5.64,-1.47,-3.2,1.337256,0.9910049,-0.7895355
2.18,1.24,-4.19,5.6,-1.46,-3.17,1.336162,1.001289,-0.7546921
2.18,1.24,-4.19,5.6,-1.46,-3.17,1.336162,1.001289,-0.7546921
2.18,1.24,-4.19,5.6,-1.46,-3.17,1.334356,1.019829,-0.7274323
2.14,1.26,-4.17,5.53,-1.45,-3.12,1.331401,1.046753,-0.7034531
2.14,1.26,-4.17,5.53,-1.45,-3.12,1.331401,1.046753,-0.7034531
2.12,1.26,-4.14,5.52,-1.46,-3.1,1.325808,1.074295,-0.6862183
2.12,1.26,-4.14,5.52,-1.46,-3.1,1.319545,1.099121,-0.6724548
2.12,1.26,-4.14,5.52,-1.46,-3.1,1.308537,1.133644,-0.6514664
2.12,1.26,-4.14,5.52,-1.46,-3.1,1.308537,1.133644,-0.6514664
2.09,1.28,-4.13,5.52,-1.47,-3.09,1.295192,1.178726,-0.6259842
2.09,1.26,-4.09,5.5,-1.45,-3.09,1.275409,1.227463,-0.6070633
2.09,1.26,-4.09,5.5,-1.45,-3.09,1.275409,1.227463,-0.6070633
2.09,1.26,-4.09,5.5,-1.45,-3.09,1.25811,1.274155,-0.5914459
2.09,1.26,-4.09,5.5,-1.45,-3.09,1.234928,1.32209,-0.5610275
2.08,1.24,-4.06,5.5,-1.45,-3.09,1.223675,1.341866,-0.5534515
2.08,1.24,-4.06,5.5,-1.45,-3.09,1.223675,1.341866,-0.5534515
2.07,1.2,-3.98,5.47,-1.42,-3.1,1.216889,1.361855,-0.5534592
2.07,1.2,-3.98,5.47,-1.42,-3.1,1.209536,1.393486,-0.5537338
2.05,1.19,-3.95,5.45,-1.4,-3.11,1.198077,1.435898,-0.5568237
2.05,1.19,-3.95,5.45,-1.4,-3.11,1.198077,1.435898,-0.5568237
2.05,1.19,-3.95,5.45,-1.4,-3.11,1.182788,1.483589,-0.5694656
2.05,1.19,-3.95,5.45,-1.4,-3.11,1.165215,1.547684,-0.5930557
2.05,1.19,-3.95,5.45,-1.4,-3.11,1.165215,1.547684,-0.5930557
2.03,1.15,-3.88,5.39,-1.34,-3.12,1.150092,1.620872,-0.6243668
2.03,1.15,-3.88,5.39,-1.34,-3.12,1.136059,1.705444,-0.6634827
2.01,1.11,-3.82,5.35,-1.3,-3.14,1.126617,1.804131,-0.7028961
2.01,1.11,-3.82,5.35,-1.3,-3.14,1.126617,1.804131,-0.7028961
1.99,1.07,-3.76,5.28,-1.23,-3.16,1.115355,1.910103,-0.742569
1.99,1.07,-3.76,5.28,-1.23,-3.16,1.10653,2.021622,-0.7817535
1.99,1.07,-3.76,5.28,-1.23,-3.16,1.10653,2.021622,-0.7817535
1.99,1.07,-3.76,5.28,-1.23,-3.16,1.094769,2.174454,-0.839592
1,1.12,1.78,2.55,-2.99,-0.07,1.996018,0.5658493,48.12076
1,1.12,1.78,2.55,-2.99,-0.07,1.996018,0.5658493,48.12076
1,1.12,1.79,2.53,-3,-0.05,1.991327,0.5629272,48.08459
1,1.12,1.79,2.53,-3,-0.05,1.991327,0.5629272,48.08459
-1.78,1.11,1.82,2.49,-2.98,-0.04,1.989058,0.5793839,48.04779
-1.78,1.11,1.82,2.49,-2.98,-0.04,1.989058,0.5793839,48.04779
-1.79,1.11,1.83,2.46,-2.97,-0.03,1.987672,0.589119,48.0418
-1.79,1.11,1.83,2.46,-2.97,-0.03,1.987672,0.589119,48.0418
-1.79,1.11,1.83,2.46,-2.97,-0.03,1.987672,0.589119,48.0418
-1.8,1.11,1.84,2.44,-2.98,-0.01,1.981549,0.5914917,48.04138
-1.8,1.11,1.84,2.44,-2.98,-0.01,1.981549,0.5914917,48.04138
-1.8,1.11,1.84,2.44,-2.98,-0.01,1.976657,0.601059,48.05365
-1.8,1.11,1.84,2.44,-2.98,-0.01,1.976657,0.601059,48.05365
-1.82,1.07,1.89,2.38,-2.96,0.03,1.978949,0.6122055,48.06171
-1.82,1.07,1.89,2.38,-2.96,0.03,1.978949,0.6122055,48.06171
-1.85,1.08,1.91,2.33,-2.95,0.06,1.979413,0.615097,48.07361
-1.85,1.08,1.91,2.33,-2.95,0.06,1.979413,0.615097,48.07361
-1.85,1.08,1.91,2.33,-2.95,0.06,1.978016,0.6167755,48.0788
-1.85,1.08,1.91,2.33,-2.95,0.06,1.978016,0.6167755,48.0788
-1.85,1.08,1.91,2.33,-2.95,0.06,1.978016,0.6167755,48.0788
-1.92,1.11,1.95,2.28,-2.95,0.1,1.975585,0.6171646,48.08661
-1.92,1.11,1.95,2.28,-2.95,0.1,1.975585,0.6171646,48.08661
-1.95,1.14,1.93,2.24,-2.92,0.11,1.973309,0.6118164,48.11041
-1.95,1.14,1.93,2.24,-2.92,0.11,1.973309,0.6118164,48.11041
-1.95,1.14,1.93,2.24,-2.92,0.11,1.965891,0.5993958,48.1394
-1.95,1.14,1.93,2.24,-2.92,0.11,1.965891,0.5993958,48.1394
-1.95,1.16,1.89,2.23,-2.92,0.11,1.959392,0.5728302,48.15783
-1.95,1.16,1.89,2.23,-2.92,0.11,1.959392,0.5728302,48.15783
-1.95,1.16,1.89,2.23,-2.92,0.11,1.959392,0.5728302,48.15783
-1.95,1.17,1.89,2.24,-2.92,0.11,1.956299,0.5403671,48.17215
-1.95,1.17,1.89,2.24,-2.92,0.11,1.956299,0.5403671,48.17215
-1.95,1.18,1.88,2.26,-2.93,0.1,1.963944,0.4893112,48.19305
-1.95,1.18,1.88,2.26,-2.93,0.1,1.963944,0.4893112,48.19305
-1.94,1.18,1.87,2.27,-2.93,0.1,1.973019,0.4440536,48.21473
-1.94,1.18,1.87,2.27,-2.93,0.1,1.973019,0.4440536,48.21473
-1.95,1.21,1.85,2.28,-2.95,0.11,1.978807,0.397995,48.25726
-1.95,1.21,1.85,2.28,-2.95,0.11,1.978807,0.397995,48.25726
-1.95,1.21,1.83,2.28,-2.95,0.12,1.967568,0.3060303,48.28342
-1.95,1.21,1.83,2.28,-2.95,0.12,1.967568,0.3060303,48.28342
-1.95,1.21,1.83,2.28,-2.95,0.12,1.967568,0.3060303,48.28342
-1.94,1.21,1.82,2.3,-2.95,0.13,1.95198,0.1808395,48.29321
-1.94,1.21,1.82,2.3,-2.95,0.13,1.95198,0.1808395,48.29321
-1.91,1.2,1.81,2.31,-2.95,0.11,1.917724,0.03552246,48.30734
-1.91,1.2,1.81,2.31,-2.95,0.11,1.917724,0.03552246,48.30734
-1.91,1.2,1.81,2.31,-2.95,0.11,1.887566,-0.1358185,48.30988
-1.91,1.2,1.81,2.31,-2.95,0.11,1.887566,-0.1358185,48.30988
-1.86,1.11,1.84,2.35,-2.97,0.07,1.869229,-0.3765182,48.30902
-1.86,1.11,1.84,2.35,-2.97,0.07,1.869229,-0.3765182,48.30902
-1.87,1.12,1.86,2.36,-2.98,0.07,1.869734,-0.539772,48.36273
-1.87,1.12,1.86,2.36,-2.98,0.07,1.869734,-0.539772,48.36273
-1.87,1.12,1.86,2.36,-2.98,0.07,1.869734,-0.539772,48.36273
-1.87,1.12,1.86,2.36,-2.98,0.07,1.903706,-0.7385941,48.47699
-1.87,1.12,1.86,2.36,-2.98,0.07,1.903706,-0.7385941,48.47699
-1.84,1.09,1.85,2.32,-2.99,0.12,1.946448,-0.8749466,48.5943
-1.84,1.09,1.85,2.32,-2.99,0.12,1.946448,-0.8749466,48.5943
-1.8,1.04,1.85,2.27,-2.95,0.13,1.971166,-1.03157,48.66999
-1.8,1.04,1.85,2.27,-2.95,0.13,1.971166,-1.03157,48.66999
-1.8,1.04,1.85,2.27,-2.95,0.13,1.993886,-1.264862,48.67767
-1.8,1.04,1.85,2.27,-2.95,0.13,1.993886,-1.264862,48.67767
-1.8,1.04,1.85,2.27,-2.95,0.13,1.993886,-1.264862,48.67767
-1.74,0.85,1.94,1.78,-2.36,0.02,2.047883,-1.522881,48.6842
-1.74,0.85,1.94,1.78,-2.36,0.02,2.047883,-1.522881,48.6842
-1.8,0.86,1.97,1.36,-1.81,-0.13,2.090031,-1.678307,48.73167
-1.8,0.86,1.97,1.36,-1.81,-0.13,2.090031,-1.678307,48.73167
-1.8,0.86,1.97,1.36,-1.81,-0.13,2.146974,-1.814392,48.80414
-1.8,0.86,1.97,1.36,-1.81,-0.13,2.146974,-1.814392,48.80414
-2.18,1.15,1.98,1.27,-1.22,-0.64,2.169929,-1.985725,48.90705
-2.18,1.15,1.98,1.27,-1.22,-0.64,2.169929,-1.985725,48.90705
-2.29,1.27,1.96,1.39,-1.22,-0.76,2.171841,-2.137833,48.94744
-2.29,1.27,1.96,1.39,-1.22,-0.76,2.171841,-2.137833,48.94744
-2.29,1.27,1.96,1.39,-1.22,-0.76,2.171841,-2.137833,48.94744
-2.29,1.27,1.96,1.39,-1.22,-0.76,2.177855,-2.293037,48.9548
-2.29,1.27,1.96,1.39,-1.22,-0.76,2.177855,-2.293037,48.9548
-2.42,1.39,1.91,1.4,-1.27,-0.69,2.187561,-2.476418,48.94592
-2.42,1.39,1.91,1.4,-1.27,-0.69,2.187561,-2.476418,48.94592
-2.44,1.41,1.9,1.38,-1.34,-0.59,2.16455,-2.605927,48.91309
-2.44,1.41,1.9,1.38,-1.34,-0.59,2.16455,-2.605927,48.91309
-2.44,1.41,1.9,1.38,-1.34,-0.59,2.134963,-2.735458,48.86469
-2.44,1.41,1.9,1.38,-1.34,-0.59,2.134963,-2.735458,48.86469
-2.44,1.41,1.9,1.38,-1.34,-0.59,2.134963,-2.735458,48.86469
-2.59,1.61,1.83,1.41,-1.43,-0.46,2.074274,-2.972862,48.80103
-2.59,1.61,1.83,1.41,-1.43,-0.46,2.074274,-2.972862,48.80103
-2.63,1.72,1.76,1.4,-1.41,-0.45,2.009199,-3.167824,48.75806
-2.63,1.72,1.76,1.4,-1.41,-0.45,2.009199,-3.167824,48.75806
-2.63,1.72,1.76,1.4,-1.41,-0.45,1.943357,-3.371262,48.67865
-2.63,1.72,1.76,1.4,-1.41,-0.45,1.943357,-3.371262,48.67865
-2.7,1.83,1.71,1.37,-1.36,-0.44,1.867985,-3.649055,48.48987
-2.7,1.83,1.71,1.37,-1.36,-0.44,1.867985,-3.649055,48.48987
-2.76,2.05,1.54,1.25,-1.15,-0.47,1.809054,-3.834991,48.29385
-2.76,2.05,1.54,1.25,-1.15,-0.47,1.809054,-3.834991,48.29385
-2.76,2.05,1.54,1.25,-1.15,-0.47,1.809054,-3.834991,48.29385
-2.76,2.05,1.54,1.25,-1.15,-0.47,1.766581,-4.003517,48.10168
-2.76,2.05,1.54,1.25,-1.15,-0.47,1.766581,-4.003517,48.10168
-2.84,2.37,1.27,0.94,-0.61,-0.65,1.693986,-4.248245,47.91449
-2.84,2.37,1.27,0.94,-0.61,-0.65,1.693986,-4.248245,47.91449
-2.85,2.48,1.15,0.73,-0.28,-0.78,1.535439,-4.525803,47.6164
-2.85,2.48,1.15,0.73,-0.28,-0.78,1.535439,-4.525803,47.6164
-2.85,2.48,1.15,0.73,-0.28,-0.78,1.373376,-5.03241,46.78686
-2.85,2.48,1.15,0.73,-0.28,-0.78,1.373376,-5.03241,46.78686
-2.77,2.68,0.87,-0.33,1.44,-1.54,1.474089,-5.933685,44.8327
-2.77,2.68,0.87,-0.33,1.44,-1.54,1.474089,-5.933685,44.8327
-2.77,2.68,0.87,-0.33,1.44,-1.54,1.474089,-5.933685,44.8327
-2.58,2.56,0.8,-0.79,2.24,-1.99,1.712694,-6.456139,43.27745
-2.58,2.56,0.8,-0.79,2.24,-1.99,1.712694,-6.456139,43.27745
-2.58,2.56,0.8,-0.79,2.24,-1.99,1.780051,-6.847313,42.01612
-2.58,2.56,0.8,-0.79,2.24,-1.99,1.780051,-6.847313,42.01612
-2.25,2.43,0.56,-3.14,5.87,-3.42,1.496485,-7.27018,40.9297
-2.25,2.43,0.56,-3.14,5.87,-3.42,1.496485,-7.27018,40.9297
-2.15,2.38,0.46,-6.92,11.68,-5.59,1.228149,-7.640305,40.32215
-2.15,2.38,0.46,-6.92,11.68,-5.59,1.228149,-7.640305,40.32215
-2.15,2.38,0.46,-6.92,11.68,-5.59,1.228149,-7.640305,40.32215
-2.15,2.38,0.46,-6.92,11.68,-5.59,1.032946,-8.038017,39.82019
-2.15,2.38,0.46,-6.92,11.68,-5.59,1.032946,-8.038017,39.82019
-1.44,1.77,0.21,-14.49,22.36,-9.19,0.9687485,-8.386253,39.38303
-1.44,1.77,0.21,-14.49,22.36,-9.19,0.9687485,-8.386253,39.38303
-0.69,0.94,0.25,-16.6,26.43,-12.36,1.067633,-8.38298,39.20681
-0.69,0.94,0.25,-16.6,26.43,-12.36,1.067633,-8.38298,39.20681
-0.69,0.94,0.25,-16.6,26.43,-12.36,1.325134,-8.167686,39.13969
-0.69,0.94,0.25,-16.6,26.43,-12.36,1.325134,-8.167686,39.13969
-0.45,0.64,0.27,-18,27.49,-16.59,1.862279,-7.448067,39.22008
-0.45,0.64,0.27,-18,27.49,-16.59,1.862279,-7.448067,39.22008
-0.45,0.64,0.27,-18,27.49,-16.59,1.862279,-7.448067,39.22008
-0.56,0.93,0.01,-18.8,22.55,-15.37,1.874287,-6.734314,39.1466
-0.56,0.93,0.01,-18.8,22.55,-15.37,1.874287,-6.734314,39.1466
-0.56,0.93,0.01,-18.8,22.55,-15.37,1.933973,-6.142502,39.40714
-0.56,0.93,0.01,-18.8,22.55,-15.37,1.933973,-6.142502,39.40714
-0.68,1.37,-0.34,-18.18,19.75,-12.88,2.04824,-5.717041,40.65679
-0.68,1.37,-0.34,-18.18,19.75,-12.88,2.04824,-5.717041,40.65679
-0.85,3.25,-2.21,-18.51,18.43,-6.9,2.061417,-5.719269,42.04642
-0.85,3.25,-2.21,-18.51,18.43,-6.9,2.061417,-5.719269,42.04642
-0.85,3.25,-2.21,-18.51,18.43,-6.9,2.22084,-5.907219,43.44439
-0.85,3.25,-2.21,-18.51,18.43,-6.9,2.22084,-5.907219,43.44439
-0.85,3.25,-2.21,-18.51,18.43,-6.9,2.22084,-5.907219,43.44439
-1.07,4.24,-3.02,-18.81,19.51,-5.34,2.601605,-6.121246,44.57624
-1.07,4.24,-3.02,-18.81,19.51,-5.34,2.601605,-6.121246,44.57624
-1.64,5.78,-4.03,-18.17,20.12,-4.6,3.292491,-6.404678,45.93444
-1.64,5.78,-4.03,-18.17,20.12,-4.6,3.292491,-6.404678,45.93444
-2.84,8.38,-5.06,-15.43,19.66,-5.46,3.775436,-6.718864,46.94555
-2.84,8.38,-5.06,-15.43,19.66,-5.46,3.775436,-6.718864,46.94555
-2.84,8.38,-5.06,-15.43,19.66,-5.46,4.518067,-7.318832,48.21198
-2.84,8.38,-5.06,-15.43,19.66,-5.46,4.518067,-7.318832,48.21198
-2.84,8.38,-5.06,-15.43,19.66,-5.46,4.518067,-7.318832,48.21198
-2.84,8.38,-4.02,-15.43,20.68,-5.82,5.056775,-7.867287,49.05539
-2.84,8.38,-4.02,-15.43,20.68,-5.82,5.056775,-7.867287,49.05539
-2.84,8.38,-4.02,-15.43,20.68,-5.82,5.514596,-8.386055,49.81092
